Date.start,days.after.hatching,Bacteria,CFU,Plate,Well,Individual,Not.found,Visibly.Dead,Dead,days.exposure,Notes
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,B4,2024-00-24-1E+05-2B4,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,B4,2024-00-24-1E+05-2B4,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,B4,2024-00-24-1E+05-2B4,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,B5,2024-00-24-1E+05-2B5,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,B5,2024-00-24-1E+05-2B5,0,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,B5,2024-00-24-1E+05-2B5,0,0,0,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,B5,2024-00-24-1E+05-2B5,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,B5,2024-00-24-1E+05-2B5,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,B5,2024-00-24-1E+05-2B5,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,B5,2024-00-24-1E+05-2B5,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,B6,2024-00-24-1E+05-2B6,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,B6,2024-00-24-1E+05-2B6,0,0,0,1,2 individuals
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,B6,2024-00-24-1E+05-2B6,0,0,0,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,B6,2024-00-24-1E+05-2B6,1,0,0,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,B6,2024-00-24-1E+05-2B6,0,0,0,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,B6,2024-00-24-1E+05-2B6,0,0,0,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,B6,2024-00-24-1E+05-2B6,0,0,0,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C1,2024-00-24-1E+05-2C1,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C1,2024-00-24-1E+05-2C1,1,0,1,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C1,2024-00-24-1E+05-2C1,1,0,1,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C1,2024-00-24-1E+05-2C1,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C1,2024-00-24-1E+05-2C1,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C1,2024-00-24-1E+05-2C1,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C1,2024-00-24-1E+05-2C1,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C2,2024-00-24-1E+05-2C2,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C2,2024-00-24-1E+05-2C2,1,0,1,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C2,2024-00-24-1E+05-2C2,1,0,1,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C2,2024-00-24-1E+05-2C2,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C2,2024-00-24-1E+05-2C2,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C2,2024-00-24-1E+05-2C2,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C2,2024-00-24-1E+05-2C2,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C3,2024-00-24-1E+05-2C3,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C3,2024-00-24-1E+05-2C3,0,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C3,2024-00-24-1E+05-2C3,0,0,0,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C3,2024-00-24-1E+05-2C3,1,0,0,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C3,2024-00-24-1E+05-2C3,0,0,0,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C3,2024-00-24-1E+05-2C3,0,1,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C3,2024-00-24-1E+05-2C3,0,1,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C4,2024-00-24-1E+05-2C4,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C4,2024-00-24-1E+05-2C4,1,0,1,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C4,2024-00-24-1E+05-2C4,1,0,1,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C4,2024-00-24-1E+05-2C4,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C4,2024-00-24-1E+05-2C4,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C4,2024-00-24-1E+05-2C4,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C4,2024-00-24-1E+05-2C4,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C5,2024-00-24-1E+05-2C5,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C5,2024-00-24-1E+05-2C5,1,0,1,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C5,2024-00-24-1E+05-2C5,1,0,1,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C5,2024-00-24-1E+05-2C5,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C5,2024-00-24-1E+05-2C5,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C5,2024-00-24-1E+05-2C5,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C5,2024-00-24-1E+05-2C5,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C6,2024-00-24-1E+05-2C6,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C6,2024-00-24-1E+05-2C6,1,0,1,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C6,2024-00-24-1E+05-2C6,1,0,1,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C6,2024-00-24-1E+05-2C6,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C6,2024-00-24-1E+05-2C6,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C6,2024-00-24-1E+05-2C6,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,C6,2024-00-24-1E+05-2C6,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D1,2024-00-24-1E+05-2D1,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D1,2024-00-24-1E+05-2D1,0,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D1,2024-00-24-1E+05-2D1,1,0,0,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D1,2024-00-24-1E+05-2D1,0,0,0,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D1,2024-00-24-1E+05-2D1,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D1,2024-00-24-1E+05-2D1,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D1,2024-00-24-1E+05-2D1,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D2,2024-00-24-1E+05-2D2,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D2,2024-00-24-1E+05-2D2,0,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D2,2024-00-24-1E+05-2D2,0,0,0,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D2,2024-00-24-1E+05-2D2,0,0,0,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D2,2024-00-24-1E+05-2D2,0,0,0,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D2,2024-00-24-1E+05-2D2,0,1,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D2,2024-00-24-1E+05-2D2,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D3,2024-00-24-1E+05-2D3,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D3,2024-00-24-1E+05-2D3,0,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D3,2024-00-24-1E+05-2D3,0,0,0,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D3,2024-00-24-1E+05-2D3,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D3,2024-00-24-1E+05-2D3,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D3,2024-00-24-1E+05-2D3,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D3,2024-00-24-1E+05-2D3,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D4,2024-00-24-1E+05-2D4,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D4,2024-00-24-1E+05-2D4,1,0,1,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D4,2024-00-24-1E+05-2D4,1,0,1,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D4,2024-00-24-1E+05-2D4,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D4,2024-00-24-1E+05-2D4,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D4,2024-00-24-1E+05-2D4,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D4,2024-00-24-1E+05-2D4,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D5,2024-00-24-1E+05-2D5,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D5,2024-00-24-1E+05-2D5,0,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D5,2024-00-24-1E+05-2D5,1,0,1,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D5,2024-00-24-1E+05-2D5,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D5,2024-00-24-1E+05-2D5,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D5,2024-00-24-1E+05-2D5,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D5,2024-00-24-1E+05-2D5,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D6,2024-00-24-1E+05-2D6,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D6,2024-00-24-1E+05-2D6,0,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D6,2024-00-24-1E+05-2D6,0,0,0,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D6,2024-00-24-1E+05-2D6,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D6,2024-00-24-1E+05-2D6,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D6,2024-00-24-1E+05-2D6,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,2,D6,2024-00-24-1E+05-2D6,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A1,2024-00-24-1E+05-3A1,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A1,2024-00-24-1E+05-3A1,1,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A1,2024-00-24-1E+05-3A1,0,0,0,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A1,2024-00-24-1E+05-3A1,0,0,0,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A1,2024-00-24-1E+05-3A1,0,0,0,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A1,2024-00-24-1E+05-3A1,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A1,2024-00-24-1E+05-3A1,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A2,2024-00-24-1E+05-3A2,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A2,2024-00-24-1E+05-3A2,1,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A2,2024-00-24-1E+05-3A2,0,1,1,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A2,2024-00-24-1E+05-3A2,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A2,2024-00-24-1E+05-3A2,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A2,2024-00-24-1E+05-3A2,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A2,2024-00-24-1E+05-3A2,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A3,2024-00-24-1E+05-3A3,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A3,2024-00-24-1E+05-3A3,0,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A3,2024-00-24-1E+05-3A3,0,0,0,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A3,2024-00-24-1E+05-3A3,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A3,2024-00-24-1E+05-3A3,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A3,2024-00-24-1E+05-3A3,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A3,2024-00-24-1E+05-3A3,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A4,2024-00-24-1E+05-3A4,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A4,2024-00-24-1E+05-3A4,0,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A4,2024-00-24-1E+05-3A4,0,0,0,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A4,2024-00-24-1E+05-3A4,0,0,0,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A4,2024-00-24-1E+05-3A4,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A4,2024-00-24-1E+05-3A4,0,1,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A4,2024-00-24-1E+05-3A4,0,1,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A5,2024-00-24-1E+05-3A5,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A5,2024-00-24-1E+05-3A5,1,0,1,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A5,2024-00-24-1E+05-3A5,1,0,1,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A5,2024-00-24-1E+05-3A5,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A5,2024-00-24-1E+05-3A5,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A5,2024-00-24-1E+05-3A5,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A5,2024-00-24-1E+05-3A5,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A6,2024-00-24-1E+05-3A6,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A6,2024-00-24-1E+05-3A6,1,0,1,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A6,2024-00-24-1E+05-3A6,1,0,1,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A6,2024-00-24-1E+05-3A6,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A6,2024-00-24-1E+05-3A6,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A6,2024-00-24-1E+05-3A6,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,A6,2024-00-24-1E+05-3A6,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B1,2024-00-24-1E+05-3B1,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B1,2024-00-24-1E+05-3B1,0,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B1,2024-00-24-1E+05-3B1,0,0,0,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B1,2024-00-24-1E+05-3B1,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B1,2024-00-24-1E+05-3B1,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B1,2024-00-24-1E+05-3B1,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B1,2024-00-24-1E+05-3B1,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B2,2024-00-24-1E+05-3B2,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B2,2024-00-24-1E+05-3B2,0,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B2,2024-00-24-1E+05-3B2,0,0,0,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B2,2024-00-24-1E+05-3B2,0,0,0,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B2,2024-00-24-1E+05-3B2,0,0,0,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B2,2024-00-24-1E+05-3B2,0,1,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B2,2024-00-24-1E+05-3B2,0,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B3,2024-00-24-1E+05-3B3,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B3,2024-00-24-1E+05-3B3,0,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B3,2024-00-24-1E+05-3B3,1,0,0,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B3,2024-00-24-1E+05-3B3,0,0,0,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B3,2024-00-24-1E+05-3B3,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B3,2024-00-24-1E+05-3B3,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B3,2024-00-24-1E+05-3B3,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B4,2024-00-24-1E+05-3B4,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B4,2024-00-24-1E+05-3B4,1,0,1,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B4,2024-00-24-1E+05-3B4,1,0,1,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B4,2024-00-24-1E+05-3B4,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B4,2024-00-24-1E+05-3B4,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B4,2024-00-24-1E+05-3B4,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B4,2024-00-24-1E+05-3B4,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B5,2024-00-24-1E+05-3B5,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B5,2024-00-24-1E+05-3B5,0,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B5,2024-00-24-1E+05-3B5,0,0,0,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B5,2024-00-24-1E+05-3B5,0,0,0,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B5,2024-00-24-1E+05-3B5,1,0,0,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B5,2024-00-24-1E+05-3B5,0,0,0,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B5,2024-00-24-1E+05-3B5,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B6,2024-00-24-1E+05-3B6,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B6,2024-00-24-1E+05-3B6,1,0,1,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B6,2024-00-24-1E+05-3B6,1,0,1,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B6,2024-00-24-1E+05-3B6,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B6,2024-00-24-1E+05-3B6,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B6,2024-00-24-1E+05-3B6,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,B6,2024-00-24-1E+05-3B6,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C1,2024-00-24-1E+05-3C1,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C1,2024-00-24-1E+05-3C1,0,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C1,2024-00-24-1E+05-3C1,0,0,0,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C1,2024-00-24-1E+05-3C1,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C1,2024-00-24-1E+05-3C1,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C1,2024-00-24-1E+05-3C1,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C1,2024-00-24-1E+05-3C1,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C2,2024-00-24-1E+05-3C2,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C2,2024-00-24-1E+05-3C2,0,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C2,2024-00-24-1E+05-3C2,0,1,1,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C2,2024-00-24-1E+05-3C2,0,0,0,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C2,2024-00-24-1E+05-3C2,0,0,0,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C2,2024-00-24-1E+05-3C2,0,1,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C2,2024-00-24-1E+05-3C2,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C3,2024-00-24-1E+05-3C3,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C3,2024-00-24-1E+05-3C3,0,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C3,2024-00-24-1E+05-3C3,0,0,0,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C3,2024-00-24-1E+05-3C3,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C3,2024-00-24-1E+05-3C3,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C3,2024-00-24-1E+05-3C3,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C3,2024-00-24-1E+05-3C3,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C4,2024-00-24-1E+05-3C4,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C4,2024-00-24-1E+05-3C4,1,0,1,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C4,2024-00-24-1E+05-3C4,1,0,1,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C4,2024-00-24-1E+05-3C4,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C4,2024-00-24-1E+05-3C4,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C4,2024-00-24-1E+05-3C4,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C4,2024-00-24-1E+05-3C4,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C5,2024-00-24-1E+05-3C5,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C5,2024-00-24-1E+05-3C5,0,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C5,2024-00-24-1E+05-3C5,0,0,0,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C5,2024-00-24-1E+05-3C5,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C5,2024-00-24-1E+05-3C5,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C5,2024-00-24-1E+05-3C5,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C5,2024-00-24-1E+05-3C5,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C6,2024-00-24-1E+05-3C6,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C6,2024-00-24-1E+05-3C6,0,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C6,2024-00-24-1E+05-3C6,0,0,0,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C6,2024-00-24-1E+05-3C6,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C6,2024-00-24-1E+05-3C6,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C6,2024-00-24-1E+05-3C6,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,C6,2024-00-24-1E+05-3C6,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,D1,2024-00-24-1E+05-3D1,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,D1,2024-00-24-1E+05-3D1,1,0,1,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,D1,2024-00-24-1E+05-3D1,1,0,1,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,D1,2024-00-24-1E+05-3D1,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,D1,2024-00-24-1E+05-3D1,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,D1,2024-00-24-1E+05-3D1,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,D1,2024-00-24-1E+05-3D1,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,D2,2024-00-24-1E+05-3D2,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,D2,2024-00-24-1E+05-3D2,0,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,D2,2024-00-24-1E+05-3D2,0,0,0,2,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,D2,2024-00-24-1E+05-3D2,1,0,1,5,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,D2,2024-00-24-1E+05-3D2,1,0,1,6,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,D2,2024-00-24-1E+05-3D2,1,0,1,8,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,D2,2024-00-24-1E+05-3D2,1,0,1,9,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,D3,2024-00-24-1E+05-3D3,0,0,0,0,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,D3,2024-00-24-1E+05-3D3,0,0,0,1,
24/04/2024,01-Apr,Vcoralliilyticus,100000,3,D3,2024-00-24-1E+05-3D3,0,0,0,2,
